sentence,aspect,polarity
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive
and yes Dal Bukhara is so dam good and so are all the kababs.,dal bukhara,positive
Haru on Park S is simply disgusting.,haru on park s,negative
The fish was not fresh and the rice tasted old and stale.,fish,negative
The fish was not fresh and the rice tasted old and stale.,rice,negative
"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,negative
honestly the worst sushi my husband and i had in our entire lives.,sushi,negative
not sure why this restaurant would be rated that highly.,restaurant,negative
the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,negative
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",menu,negative
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",ingredients,negative
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",fish,negative
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",rice,negative
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",soy sauce,negative
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",rice,negative
the waitstaffs are nice though.,waitstaffs,positive
I have been to Roth's twice and both times were very disappointing.,roth's,negative
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative
"The dinner was ok, nothing I would have again.",dinner,negative
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative
With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,positive
The service was attentive.,service,positive
Planet Thai is great!,planet thai,positive
"We love the food, drinks, and atmosphere!",food,positive
"We love the food, drinks, and atmosphere!",drinks,positive
"We love the food, drinks, and atmosphere!",atmosphere,positive
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,negative
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",restaurant,positive
"Try the Pad Thai, it's fabulous and their prices are so cheap!",pad thai,positive
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions,positive
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,positive
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,negative
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,negative
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive
Chennai Garden is my favorite Indian restaurant in the city.,chennai garden,positive
They have authentic Indian at amazin prices.,indian,positive
They have authentic Indian at amazin prices.,indian,positive
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes,negative
The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,negative
It's a rather cramped and busy restaurant and it closes early.,restaurant,negative
It's a rather cramped and busy restaurant and it closes early.,restaurant,negative
Patroon features a nice cigar bar and has great staff.,cigar bar,positive
Patroon features a nice cigar bar and has great staff.,staff,positive
The food is tasty and portion sizes are appropriate.,food,positive
The food is tasty and portion sizes are appropriate.,portion sizes,positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,restaurant,positive
Not a great place for family or general dining.,place,negative
LLOOVVE THIS PLACE.,place,positive
Food is excellent.,food,positive
Fish is so very fresh.,fish,positive
Waitstaff are very friendly.,waitstaff,positive
Love YUKA.,yuka,positive
Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive
Mermaid Inn is an overall good restaurant with really good seafood.,mermaid inn,positive
The menu is limited but almost all of the dishes are excellent.,menu,negative
The menu is limited but almost all of the dishes are excellent.,dishes,positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with scallops and shrimp,positive
The service is good and ambience is good for a date or group outing.,service,positive
The service is good and ambience is good for a date or group outing.,ambience,positive
The only fallback on this restaurant is the prices.,restaurant,negative
"Even though its good seafood, the prices are too high.",seafood,positive
"Even though its good seafood, the prices are too high.",seafood,negative
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,positive
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,negative
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,negative
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,positive
Truly the mark of an attentive waiter.,waiter,positive
I highly recommend the restaurant based on our experience last night.,restaurant,positive
We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative
We thought that this place is using too much of MSG cooking in the foods.,foods,negative
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,positive
The food is so cheap and the waiters are nice.,food,positive
The food is so cheap and the waiters are nice.,waiters,positive
Have frequented 'ino for several years and the food remains excellent.,food,positive
Cheese plate is a varied delight and great bargain at $10.,cheese plate,positive
Cheese plate is a varied delight and great bargain at $10.,cheese plate,positive
Cheese plate is a varied delight and great bargain at $10.,cheese plate,positive
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,positive
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive
"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",positive
Wine list is extensive without being over-priced.,wine list,positive
Wine list is extensive without being over-priced.,wine list,positive
"Be sure to try the seasonal, and always delicious, specials.",specials,positive
I loved this place!!,place,positive
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,positive
"The food was very good, a great deal, and the place its self was great.",food,positive
"The food was very good, a great deal, and the place its self was great.",food,positive
"The food was very good, a great deal, and the place its self was great.",place,positive
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,negative
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",cafe noir,positive
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative
"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,negative
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,negative
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",cafe noir,positive
Pizza here is consistently good.,pizza,positive
Salads are a delicious way to begin the meal.,salads,positive
You should pass on the calamari.,calamari,negative
Decor is charming.,decor,positive
Service is average.,service,neutral
What a great place.,place,positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive
I would definitely recommend SEA if you like thai cuisine!,thai cuisine,positive
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,negative
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,negative
I absolutely Loved this place.,place,positive
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,positive
"Excellent atmosphere, delicious dishes good and friendly service.",dishes,positive
"Excellent atmosphere, delicious dishes good and friendly service.",service,positive
The wine list is also really nice.,wine list,positive
"Everything was wonderful; food, drinks, staff, mileau.",food,positive
"Everything was wonderful; food, drinks, staff, mileau.",drinks,positive
"Everything was wonderful; food, drinks, staff, mileau.",staff,positive
"Everything was wonderful; food, drinks, staff, mileau.",mileau,positive
I would highly recommend this place!,place,positive
I have been to Casimir over 5 times and I have always had a great time there.,casimir,positive
The food is great and reasonably priced.,food,positive
The food is great and reasonably priced.,food,positive
"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,negative
"If the weather is nice, try to snag an outside table.",outside table,positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,negative
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,negative
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,positive
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive
Nice Family owned traditional restaurant.,restaurant,positive
Fresh ingredients and everything is made to order.,ingredients,positive
Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,positive
"I found the food to be outstanding, particulary the salmon dish I had.",food,positive
"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,positive
"I also ordered the Change Mojito, which was out of this world.",change mojito,positive
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,neutral
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,positive
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,positive
"Overall, excellent restaurant!",restaurant,positive
The food was good.,food,positive
The place was nice and calm.,place,positive
but the service was a bit slow.,service,negative
The buffet had a nice selection.,buffet,positive
The food was average or above including some surprising tasty dishes.,food,positive
The food was average or above including some surprising tasty dishes.,dishes,positive
Service was also very good.,service,positive
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive
"I would recommend Roxy's for that, but not for their food.",food,negative
My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,neutral
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative
I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,neutral
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,positive
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative
And the Tom Kha soup was pathetic.,tom kha soup,negative
If you want good authentic Thai this place is not the place to go.,thai,negative
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,positive
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,positive
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy italian cheese,positive
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,positive
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,positive
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,positive
We waited at the bar and had martinis that were just right.,martinis,positive
love the food.,food,positive
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,positive
I've lived in NY for 5 years and this place has it all.,place,positive
"Great food, good size menu, great service and an unpretensious setting.",food,positive
"Great food, good size menu, great service and an unpretensious setting.",menu,positive
"Great food, good size menu, great service and an unpretensious setting.",service,positive
"Great food, good size menu, great service and an unpretensious setting.",setting,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive
I'm glad I was introduced to this place and this is a rare gem in NY.,place,positive
"The freshest, best variety, and the fastest delivery.",delivery,positive
The service was excellent and the food was delicious.,service,positive
The service was excellent and the food was delicious.,food,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive
Definitely a great spot for a nice occasion or date.,spot,positive
"Average to good Thai food, but terrible delivery.",thai food,positive
"Average to good Thai food, but terrible delivery.",delivery,negative
A Thai restaurant out of rice during dinner?,thai restaurant,negative
"The food arrived 20 minutes after I called, cold and soggy.",food,negative
This is a wonderful place on all stand points especially value ofr money.,place,positive
This is a wonderful place on all stand points especially value ofr money.,place,positive
An excellent service,service,positive
We were greeted promptly by the waiter who was very nice and cordial.,waiter,positive
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,positive
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,gulab jamun (dessert),positive
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,positive
"Service here was great, food was fantastic.",service,positive
"Service here was great, food was fantastic.",food,positive
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",guacamole+shrimp appetizer,positive
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative
You cannot go wrong with this place.,place,positive
"The food is outstanding and the service is quick, friendly and very professional.",food,positive
"The food is outstanding and the service is quick, friendly and very professional.",service,positive
"Always a nice crowd, but never loud.",crowd,positive
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,positive
"By far, the best pizza in Manhattan.",pizza,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive
The menu has so many fish items and oysters.,menu,positive
"The fish was really,really fresh.",fish,positive
We all agreed that mare is one of the best seafood restaurants in New York.,mare,positive
I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,positive
All of the pizzas are terrific and the price is even better!,pizzas,positive
All of the pizzas are terrific and the price is even better!,pizzas,positive
I highly recommend the Sophia pizza.,sophia pizza,positive
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,negative
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",food,negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",service,negative
"The first time the sushi was outstanding, the second time it was a little bland.",sushi,positive
"The first time the sushi was outstanding, the second time it was a little bland.",sushi,negative
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,positive
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",premium sake,positive
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive
Mizu is the Japenese find in Grammercy.,mizu,positive
"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food,positive
"While their kitchen food is delicious, their Sushi is out of this world.",sushi,positive
Mizu is home to creative and unique rolls not to found anywhere else.,rolls,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,mizu,positive
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people,positive
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",thalia,positive
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,negative
"The entree was bland and small, dessert was not inspired.",entree,negative
"The entree was bland and small, dessert was not inspired.",entree,negative
"The entree was bland and small, dessert was not inspired.",dessert,negative
I expected quite a bit more from such an expensive menu.,menu,negative
I expected quite a bit more from such an expensive menu.,menu,negative
"The view is spectacular, and the food is great.",view,positive
"The view is spectacular, and the food is great.",food,positive
Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive
Authentic Taiwanese food that's cheap... what more could you ask for?,taiwanese food,positive
Authentic Taiwanese food that's cheap... what more could you ask for?,taiwanese food,positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive
delicious simple food in nice outdoor atmosphere.,food,positive
delicious simple food in nice outdoor atmosphere.,food,positive
delicious simple food in nice outdoor atmosphere.,outdoor atmosphere,positive
"Kind, attentive wait staff.",wait staff,positive
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,positive
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,positive
My friend devoured her chicken and mashed potatos.,chicken and mashed potatos,positive
Delicious crab cakes too.,crab cakes,positive
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive
Great neighborhood joint.,joint,positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,pizza place,positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,basil slice,positive
"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative
The counter service is bad.,counter service,negative
NO PIZZA 33 for me!,pizza 33,negative
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative
"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative
"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place,negative
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",room,negative
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",clerks,negative
"Seriously, this place kicks ass.",place,positive
"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,positive
"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive
"Best Italian food I ever had (and being Italian, that means alot).",italian food,positive
"This is such a lovely, peaceful place to eat outside.",place,positive
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant,positive
"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive
"The food is good, especially their more basic dishes, and the drinks are delicious.",basic dishes,positive
"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive
"This is a great place to take out-of-towners, and perfect for watching the sunset.",place,positive
Great sushi experience.,sushi,positive
Unique apppetizers.,apppetizers,positive
Try sushimi cucumber roll.,sushimi cucumber roll,positive
"Good spreads, great beverage selections and bagels really tasty.",spreads,positive
"Good spreads, great beverage selections and bagels really tasty.",beverage selections,positive
"Good spreads, great beverage selections and bagels really tasty.",bagels,positive
But who says Murray's is anything about service.,service,negative
The service is awful.,service,negative
This place is not worth the prices.,place,negative
This place is not worth the prices.,place,negative
Love Pizza 33..,pizza 33,positive
I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,pizza,positive
This tiny Williamsburg spot is always pleasantly surprising.,williamsburg spot,positive
The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,positive
The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,positive
The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive
The cream cheeses are out of this world and I love that coffee!!,coffee,positive
"Bagels are ok, but be sure not to make any special requests!",bagels,neutral
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative
Be sure not to get anything other than bagels!..,bagels,positive
the turkey burgers are scary!,turkey burgers,negative
The worst excuse for Japanese food I've ever encountered.,japanese food,negative
The soup for the udon was soy sauce and water.,soup for the udon,negative
The sushi was awful!,sushi,negative
The rice was poor quality and was cooked so badly it was hard.,rice,negative
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,negative
"The fish was adequate, but inexpertly sliced.",fish,negative
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,japanese cuisine,negative
"Good, fast service.",service,positive
Food is great and inexpensive.,food,positive
Food is great and inexpensive.,food,positive
The location is perfect.,location,positive
"Well, this place is so Ghetto its not even funny.",place,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative
Awsome Pizza especially the Margheritta slice.,pizza,positive
Awsome Pizza especially the Margheritta slice.,margheritta slice,positive
Great atmoshere and worth every bit.,atmoshere,positive
Winnie and her staff are the best crew you can find serving you.,staff,positive
Winnie and her staff are the best crew you can find serving you.,winnie,positive
The food is reliable and the price is moderate.,food,positive
"For authentic Thai food, look no further than Toons.",thai food,positive
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",pad thai,positive
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",appetizer menu,positive
Everything about this restaurant was special.,restaurant,positive
"The service was attentive, yet discreet.",service,positive
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive
The place was quiet and delightful.,place,positive
Service was good and food is wonderful.,service,positive
Service was good and food is wonderful.,food,positive
I did not try the caviar but I tried their salmon and crab salad (they are all good),salmon,positive
I did not try the caviar but I tried their salmon and crab salad (they are all good),crab salad,positive
It is definitely a good spot for snacks and chat.,spot,positive
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",lucky strike,positive
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,positive
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",late night atmosphere,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",vanilla shanty,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",setting,positive
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",music,positive
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady dj,positive
You can't go wrong with this place.,place,positive
Suan is a great place that I often take my friends (classmates) too.,suan,positive
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location,positive
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",suan,positive
I LOVE their Thai,thai,positive
noodles with shrimp and chicken and coconut juice is the MUST!,noodles with shrimp and chicken and coconut juice,positive
I will go back to Suan soon!,suan,positive
In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,positive
I cannot imagine a friendlier staff working in a restaurant.,staff,positive
I cannot imagine better Indian food in all of the city.,indian food,positive
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative
The food now is inconsistent.,food,negative
This is the kind of place you'd like to take all your friends to and still keep a secret.,place,positive
The setting is casual and romantic.,setting,positive
The food is excellent!,food,positive
"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",balsamic vinegar over icecream,positive
"Do not get the Go Go Hamburgers, no matter what the reviews say.",go go hamburgers,negative
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,negative
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,positive
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative
